CARHR054820.1	CARHR083400.1	2.52063
CARHR054820.1	CARHR142640.1	2.08911
CARHR054820.1	CARHR077590.1	2.51275
CARHR054820.1	CARHR243440.1	1.86165
CARHR054820.1	CARHR263040.1	2.51295
CARHR054820.1	CARHR259320.1	2.29303
CARHR054820.1	CARHR067930.1	2.45063
CARHR054820.1	CARHR208500.1	2.18709
CARHR054820.1	CARHR005270.1	2.52432
CARHR054820.1	CARHR128480.1	2.16076
CARHR054820.1	CARHR154870.1	2.56318
CARHR054820.1	CARHR098020.1	2.08097
CARHR054820.1	CARHR245760.1	2.13266
CARHR054820.1	CARHR281230.1	2.31271
CARHR054820.1	CARHR206660.1	2.32966
CARHR054820.1	CARHR167630.1	2.41811
CARHR054820.1	CARHR163210.1	2.20438
CARHR054820.1	CARHR221420.1	2.18444
CARHR054820.1	CARHR227310.1	2.67141
CARHR054820.1	CARHR275360.1	2.12485
CARHR054820.1	CARHR285360.1	2.34925
CARHR054820.1	CARHR090110.1	2.28859
CARHR054820.1	CARHR290120.1	2.44743
CARHR054820.1	CARHR226080.1	2.09306
CARHR054820.1	CARHR146270.1	2.38748
CARHR054820.1	CARHR262610.1	2.88028
CARHR054820.1	CARHR173900.1	2.34313
CARHR054820.1	CARHR014930.1	2.49191
CARHR054820.1	CARHR086020.1	2.08446
CARHR054820.1	CARHR269710.1	2.3644
CARHR054820.1	CARHR091070.1	1.96503
CARHR054820.1	CARHR246410.1	2.17809
CARHR054820.1	CARHR246410.1	2.17809
CARHR054820.1	CARHR089460.1	2.46216
CARHR054820.1	CARHR096550.1	2.32788
CARHR054820.1	CARHR030950.1	2.58288
CARHR054820.1	CARHR016080.1	2.33506
CARHR054820.1	CARHR158810.1	2.16959
CARHR054820.1	CARHR258010.1	2.3876
CARHR054820.1	CARHR127830.1	2.41483
CARHR054820.1	CARHR127830.1	2.41483
CARHR054820.1	CARHR261610.1	2.28127
CARHR054820.1	CARHR204820.1	2.56167
CARHR054820.1	CARHR135810.1	2.1745
CARHR054820.1	CARHR204480.1	2.57221
CARHR054820.1	CARHR166670.1	2.10079
CARHR054820.1	CARHR053480.1	2.05181
CARHR054820.1	CARHR053480.1	2.05181
CARHR054820.1	CARHR032750.1	2.41884
CARHR054820.1	CARHR179690.1	2.08798
CARHR054820.1	CARHR010470.1	2.11253
CARHR054820.1	CARHR291600.1	2.33303
CARHR054820.1	CARHR147660.1	2.23113
CARHR054820.1	CARHR132270.1	2.24646
CARHR054820.1	CARHR009130.1	1.84747
CARHR054820.1	CARHR275560.1	2.52202
CARHR054820.1	CARHR222870.1	2.44096
CARHR054820.1	CARHR070660.1	2.1163
CARHR054820.1	CARHR067660.1	2.1963
CARHR054820.1	CARHR094400.1	1.98502
CARHR054820.1	CARHR009180.1	2.14049
CARHR054820.1	CARHR257210.1	2.07077
CARHR054820.1	CARHR156170.1	2.24345
CARHR054820.1	CARHR049120.1	2.46331
CARHR054830.1	CARHR009350.1	1.05475
CARHR054830.1	CARHR172620.1	2.92574
CARHR054830.1	CARHR055920.1	2.97813
CARHR054830.1	CARHR079520.1	2.64766
CARHR054830.1	CARHR060460.1	2.48891
CARHR054830.1	CARHR147450.1	2.35507
CARHR054830.1	CARHR198860.1	2.51184
CARHR054830.1	CARHR149610.1	2.45999
CARHR054830.1	CARHR249160.1	2.21514
CARHR054830.1	CARHR028080.1	2.20537
CARHR054830.1	CARHR028090.1	1.78059
CARHR054830.1	CARHR028050.1	1.98698
CARHR054830.1	CARHR028100.1	1.73655
CARHR054830.1	CARHR028070.1	2.11275
CARHR054830.1	CARHR209300.1	2.43431
CARHR054830.1	CARHR176050.1	1.89177
CARHR054830.1	CARHR028110.1	2.0401
CARHR054830.1	CARHR157220.1	1.90926
CARHR054830.1	CARHR197620.1	2.07293
CARHR054830.1	CARHR020620.1	1.88909
CARHR054860.1	CARHR054870.1	0.354727
CARHR054870.1	CARHR054860.1	NA
CARHR054870.1	CARHR158270.1	1.74943
CARHR054880.1	CARHR058280.1	0.44471
CARHR054880.1	CARHR058300.1	0.448475
CARHR054880.1	CARHR058270.1	0.758385
CARHR054880.1	CARHR088210.1	2.40049
CARHR054880.1	CARHR198560.1	3.24418
CARHR054880.1	CARHR149430.1	2.80799
CARHR054880.1	CARHR009510.1	2.32044
CARHR054880.1	CARHR058130.1	2.98424
CARHR054880.1	CARHR025160.1	2.279
CARHR054880.1	CARHR066470.1	1.99115
CARHR054900.1	CARHR254030.1	1.23399
CARHR054900.1	CARHR256630.1	1.27261
CARHR054910.1	CARHR009320.1	0.931748
CARHR054910.1	CARHR142570.1	3.65396
CARHR054910.1	CARHR052560.1	3.57666
CARHR054910.1	CARHR185540.1	3.4381
CARHR054910.1	CARHR285620.1	3.43558
CARHR054930.1	CARHR054940.1	0.150354
CARHR054930.1	CARHR226540.1	0.572477
CARHR054930.1	CARHR226580.1	0.940119
CARHR054930.1	CARHR116930.1	1.14589
CARHR054930.1	CARHR226590.1	1.14354
CARHR054930.1	CARHR226570.1	1.23876
CARHR054930.1	CARHR000020.1	NA
CARHR054930.1	CARHR226560.1	0.578654
CARHR054940.1	CARHR054930.1	NA
CARHR054940.1	CARHR226540.1	0.571293
CARHR054940.1	CARHR226580.1	0.887782
CARHR054940.1	CARHR116930.1	1.10929
CARHR054940.1	CARHR226570.1	1.25532
CARHR054940.1	CARHR226590.1	0.961737
CARHR054940.1	CARHR000020.1	NA
CARHR054940.1	CARHR226550.1	0.757675
CARHR054950.1	CARHR104800.1	2.49242
CARHR054950.1	CARHR104800.1	2.49242
CARHR054950.1	CARHR113200.1	2.33862
CARHR054950.1	CARHR113200.1	2.33862
CARHR054950.1	CARHR127680.1	2.44415
CARHR054950.1	CARHR158050.1	2.51134
CARHR054950.1	CARHR219380.1	2.27605
CARHR054950.1	CARHR219380.1	2.27605
CARHR054950.1	CARHR219380.1	2.27605
CARHR054950.1	CARHR099300.1	2.35516
CARHR054950.1	CARHR011540.1	2.48621
CARHR054950.1	CARHR225600.1	2.20799
CARHR054950.1	CARHR061800.1	2.51581
CARHR054950.1	CARHR167630.1	2.53891
CARHR054950.1	CARHR227870.1	2.36051
CARHR054950.1	CARHR158780.1	2.29028
CARHR054950.1	CARHR123110.1	2.31132
CARHR054950.1	CARHR156560.1	2.51403
CARHR054950.1	CARHR251090.1	2.46582
CARHR054950.1	CARHR247200.1	2.56835
CARHR054950.1	CARHR026130.1	2.53068
CARHR054950.1	CARHR158000.1	2.19705
CARHR054950.1	CARHR077590.1	2.47649
CARHR054950.1	CARHR242250.1	2.69162
CARHR054950.1	CARHR196300.1	2.36137
CARHR054950.1	CARHR196300.1	2.36137
CARHR054950.1	CARHR171460.1	2.35648
CARHR054950.1	CARHR016080.1	2.521
CARHR054950.1	CARHR090110.1	2.49502
CARHR054950.1	CARHR079700.1	2.37077
CARHR054950.1	CARHR291260.1	2.19611
CARHR054950.1	CARHR291260.1	2.19611
CARHR054950.1	CARHR185760.1	2.29082
CARHR054950.1	CARHR120230.1	2.35108
CARHR054950.1	CARHR238580.1	2.23468
CARHR054950.1	CARHR238580.1	2.23468
CARHR054950.1	CARHR242130.1	2.32974
CARHR054950.1	CARHR074950.1	2.36059
CARHR054950.1	CARHR226080.1	2.32736
CARHR054950.1	CARHR226080.1	2.32736
CARHR054950.1	CARHR087300.1	2.12361
CARHR054950.1	CARHR007890.1	2.51922
CARHR054950.1	CARHR241200.1	2.52256
CARHR054950.1	CARHR089670.1	2.38278
CARHR054950.1	CARHR208500.1	2.26717
CARHR054950.1	CARHR091070.1	2.33471
CARHR054950.1	CARHR147870.1	2.35274
CARHR054950.1	CARHR096550.1	2.16568
CARHR054950.1	CARHR163210.1	2.45018
CARHR054950.1	CARHR240350.1	2.4203
CARHR054950.1	CARHR020730.1	2.50456
CARHR054950.1	CARHR259320.1	2.3295
CARHR054950.1	CARHR291600.1	2.49292
CARHR054950.1	CARHR086020.1	2.26591
CARHR054950.1	CARHR088490.1	2.90686
CARHR054950.1	CARHR200180.1	2.40491
CARHR054950.1	CARHR145740.1	2.17
CARHR054950.1	CARHR091870.1	2.60762
CARHR054950.1	CARHR262610.1	2.18723
CARHR054950.1	CARHR009370.1	2.08713
CARHR054950.1	CARHR221420.1	2.1586
CARHR054950.1	CARHR002900.1	2.20712
CARHR054950.1	CARHR016950.1	NA
CARHR054950.1	CARHR263040.1	2.66232
CARHR054950.1	CARHR083400.1	2.37521
CARHR054950.1	CARHR083400.1	2.37521
CARHR054950.1	CARHR083400.1	2.37521
CARHR054950.1	CARHR146270.1	2.69009
CARHR054950.1	CARHR098020.1	2.25584
CARHR054950.1	CARHR101340.1	2.17951
CARHR054950.1	CARHR203380.1	2.56725
CARHR054950.1	CARHR246410.1	2.17711
CARHR054950.1	CARHR131450.1	2.2624
CARHR054950.1	CARHR088670.1	2.40025
CARHR054950.1	CARHR041310.1	2.47943
CARHR054950.1	CARHR067930.1	2.27261
CARHR054950.1	CARHR227650.1	2.3021
CARHR054950.1	CARHR043860.1	2.66485
CARHR054950.1	CARHR043860.1	2.66485
CARHR054950.1	CARHR154870.1	2.15546
CARHR054950.1	CARHR135810.1	2.28977
CARHR054950.1	CARHR265620.1	2.40527
CARHR054950.1	CARHR166670.1	2.604
CARHR054950.1	CARHR291190.1	2.38678
CARHR054950.1	CARHR291190.1	2.38678
CARHR054950.1	CARHR079580.1	2.54409
CARHR054950.1	CARHR221380.1	2.12446
CARHR054950.1	CARHR005670.1	NA
CARHR054950.1	CARHR128480.1	2.23626
CARHR054950.1	CARHR062230.1	2.10238
CARHR054950.1	CARHR062230.1	2.10238
CARHR054950.1	CARHR253080.1	2.03888
CARHR054950.1	CARHR089460.1	2.42766
CARHR054950.1	CARHR179010.1	2.49726
CARHR054950.1	CARHR220070.1	2.21894
CARHR054950.1	CARHR146950.1	2.43784
CARHR054950.1	CARHR146950.1	2.43784
CARHR054950.1	CARHR146950.1	2.43784
CARHR054950.1	CARHR019090.1	2.5605
CARHR054950.1	CARHR293510.1	2.37745
CARHR054950.1	CARHR153890.1	2.57222
CARHR054950.1	CARHR083140.1	2.12883
CARHR054950.1	CARHR245340.1	2.52589
CARHR054950.1	CARHR053480.1	2.58386
CARHR054950.1	CARHR102950.1	2.42247
CARHR054950.1	CARHR136190.1	2.49662
CARHR054950.1	CARHR144070.1	2.44804
CARHR054950.1	CARHR290120.1	2.42877
CARHR054950.1	CARHR261600.1	2.56219
CARHR054950.1	CARHR273080.1	2.50523
CARHR054950.1	CARHR140130.1	2.31579
CARHR054950.1	CARHR127830.1	2.01279
CARHR054950.1	CARHR223460.1	2.24575
CARHR054950.1	CARHR033680.1	2.24326
CARHR054950.1	CARHR168980.1	2.63559
CARHR054950.1	CARHR249300.1	2.16302
CARHR054950.1	CARHR246740.1	2.61245
CARHR054950.1	CARHR206660.1	2.21334
CARHR054950.1	CARHR206660.1	2.21334
CARHR054950.1	CARHR142640.1	2.21637
CARHR054950.1	CARHR134460.1	2.29888
CARHR054950.1	CARHR269710.1	2.64308
CARHR054950.1	CARHR158810.1	2.18161
CARHR054950.1	CARHR215340.1	2.53774
CARHR054950.1	CARHR132270.1	2.15669
CARHR054950.1	CARHR265780.1	2.07249
CARHR054950.1	CARHR173900.1	2.11776
CARHR054950.1	CARHR285360.1	2.31667
CARHR054950.1	CARHR285360.1	2.31667
CARHR054950.1	CARHR145190.1	2.28753
CARHR054950.1	CARHR049870.1	2.10447
CARHR054950.1	CARHR070660.1	2.1448
