CARHR048820.1	CARHR293910.1	1.80386
CARHR048830.1	CARHR049260.1	0.9396
CARHR048830.1	CARHR049340.1	0.907146
CARHR048830.1	CARHR049700.1	0.970783
CARHR048830.1	CARHR049380.1	0.920418
CARHR048830.1	CARHR049710.1	0.895027
CARHR048830.1	CARHR049710.1	0.895027
CARHR048830.1	CARHR049690.1	0.920125
CARHR048830.1	CARHR049580.1	0.962217
CARHR048830.1	CARHR049330.1	1.01581
CARHR048830.1	CARHR156260.1	0.968219
CARHR048830.1	CARHR012520.1	1.09706
CARHR048830.1	CARHR048950.1	0.921639
CARHR048830.1	CARHR012600.1	0.9401
CARHR048830.1	CARHR255820.1	0.941172
CARHR048830.1	CARHR012590.1	1.00275
CARHR048830.1	CARHR051470.1	1.00999
CARHR048830.1	CARHR048210.1	0.930224
CARHR048830.1	CARHR049010.1	0.865031
CARHR048830.1	CARHR048930.1	0.991303
CARHR048830.1	CARHR150940.1	1.09177
CARHR048830.1	CARHR049640.1	0.903737
CARHR048830.1	CARHR013070.1	0.998057
CARHR048830.1	CARHR174090.1	0.924909
CARHR048830.1	CARHR049720.1	0.875681
CARHR048830.1	CARHR048980.1	0.873363
CARHR048830.1	CARHR179880.1	1.00649
CARHR048830.1	CARHR215210.1	1.06311
CARHR048830.1	CARHR179850.1	0.992565
CARHR048830.1	CARHR179790.1	0.95372
CARHR048830.1	CARHR048730.1	0.87693
CARHR048830.1	CARHR052110.1	1.01001
CARHR048830.1	CARHR179840.1	1.03283
CARHR048830.1	CARHR116510.1	0.979033
CARHR048830.1	CARHR179750.1	0.94498
CARHR048830.1	CARHR220990.1	0.929497
CARHR048830.1	CARHR179890.1	0.983389
CARHR048830.1	CARHR052100.1	1.08111
CARHR048830.1	CARHR174100.1	0.970409
CARHR048830.1	CARHR265030.1	0.971581
CARHR048830.1	CARHR049220.1	0.868137
CARHR048830.1	CARHR049190.1	0.881846
CARHR048830.1	CARHR233600.1	1.08264
CARHR048830.1	CARHR052080.1	1.11793
CARHR048830.1	CARHR038250.1	0.96424
CARHR048830.1	CARHR049620.1	0.859245
CARHR048830.1	CARHR052140.1	1.0793
CARHR048830.1	CARHR052140.1	1.0793
CARHR048830.1	CARHR174110.1	1.02449
CARHR048830.1	CARHR049180.1	1.06507
CARHR048830.1	CARHR220850.1	1.08962
CARHR048830.1	CARHR220850.1	1.08962
CARHR048830.1	CARHR049590.1	1.13381
CARHR048830.1	CARHR052090.1	0.955155
CARHR048830.1	CARHR049610.1	0.810246
CARHR048830.1	CARHR016040.1	0.91251
CARHR048830.1	CARHR220970.1	0.89814
CARHR048830.1	CARHR049370.1	0.830356
CARHR048830.1	CARHR234850.1	0.999552
CARHR048830.1	CARHR234860.1	0.884684
CARHR048830.1	CARHR049630.1	1.152
CARHR048830.1	CARHR049280.1	0.920891
CARHR048830.1	CARHR090800.1	1.11836
CARHR048830.1	CARHR280780.1	0.863362
CARHR048830.1	CARHR042780.1	1.14153
CARHR048830.1	CARHR052120.1	1.14879
CARHR048830.1	CARHR049300.1	0.874093
CARHR048830.1	CARHR048200.1	0.864415
CARHR048830.1	CARHR220980.1	1.68187
CARHR048830.1	CARHR049210.1	0.847627
CARHR048830.1	CARHR179830.1	1.5037
CARHR048830.1	CARHR116440.1	0.858918
CARHR048830.1	CARHR179820.1	1.07393
CARHR048830.1	CARHR179810.1	0.677511
CARHR048830.1	CARHR183370.1	0.905674
CARHR048830.1	CARHR116450.1	0.927557
CARHR048840.1	CARHR051150.1	0.789665
CARHR048840.1	CARHR051150.1	0.789665
CARHR048840.1	CARHR051050.1	0.766002
CARHR048840.1	CARHR051050.1	0.766002
CARHR048840.1	CARHR051050.1	0.766002
CARHR048840.1	CARHR048190.1	0.76509
CARHR048840.1	CARHR048190.1	0.76509
CARHR048840.1	CARHR048820.1	0.510856
CARHR048840.1	CARHR048820.1	0.510856
CARHR048840.1	CARHR048820.1	0.510856
CARHR048840.1	CARHR048770.1	0.589106
CARHR048840.1	CARHR048770.1	0.589106
CARHR048840.1	CARHR048770.1	0.589106
CARHR048840.1	CARHR048440.1	0.598819
CARHR048840.1	CARHR047980.1	0.689689
CARHR048840.1	CARHR047970.1	0.650044
CARHR048840.1	CARHR047970.1	0.650044
CARHR048840.1	CARHR047970.1	0.650044
CARHR048840.1	CARHR047970.1	0.650044
CARHR048840.1	CARHR048080.1	0.756011
CARHR048840.1	CARHR048080.1	0.756011
CARHR048840.1	CARHR048810.1	0.797568
CARHR048840.1	CARHR048810.1	0.797568
CARHR048840.1	CARHR048100.1	0.815075
CARHR048840.1	CARHR048100.1	0.815075
CARHR048840.1	CARHR048100.1	0.815075
CARHR048840.1	CARHR048530.1	0.553689
CARHR048840.1	CARHR048530.1	0.553689
CARHR048840.1	CARHR051030.1	0.535556
CARHR048840.1	CARHR050170.1	0.905053
CARHR048840.1	CARHR048470.1	0.498496
CARHR048840.1	CARHR049170.1	3.74303
CARHR048840.1	CARHR049170.1	3.74303
CARHR048840.1	CARHR049170.1	3.74303
CARHR048840.1	CARHR049170.1	3.74303
CARHR048840.1	CARHR046370.1	3.56708
CARHR048840.1	CARHR046370.1	3.56708
CARHR048840.1	CARHR047950.1	1.6097
CARHR048840.1	CARHR048250.1	2.34442
CARHR048840.1	CARHR048250.1	2.34442
CARHR048840.1	CARHR213210.1	3.67387
CARHR048840.1	CARHR046840.1	3.08245
CARHR048840.1	CARHR091960.1	3.95424
CARHR048840.1	CARHR091960.1	3.95424
CARHR048840.1	CARHR091960.1	3.95424
CARHR048840.1	CARHR196550.1	3.34659
CARHR048840.1	CARHR196550.1	3.34659
CARHR048840.1	CARHR046360.1	3.06619
CARHR048840.1	CARHR046360.1	3.06619
CARHR048840.1	CARHR046360.1	3.06619
CARHR048840.1	CARHR049120.1	3.16528
