CARHR000020.1	CARHR054930.1	0.8604
CARHR000020.1	CARHR054940.1	0.7987
CARHR000020.1	CARHR116930.1	0.6809
CARHR000020.1	CARHR226540.1	0.67
CARHR000020.1	CARHR226570.1	0.8854
CARHR000020.1	CARHR226580.1	0.7196
CARHR000020.1	CARHR226590.1	0.8004
CARHR000030.1	CARHR187920.1	0.5872
CARHR000050.1	CARHR248570.1	0.1644
CARHR000060.1	CARHR016540.1	4.5433
CARHR000060.1	CARHR083800.1	1.7177
CARHR000060.1	CARHR083810.1	1.8033
CARHR000060.1	CARHR083820.1	1.5486
CARHR000060.1	CARHR083850.1	1.8742
CARHR000060.1	CARHR210880.1	0.8069
CARHR000060.1	CARHR210890.1	0.2522
CARHR000070.1	CARHR257500.1	2.8216
CARHR000080.1	CARHR026050.1	3.9956
CARHR000080.1	CARHR056910.1	1.8719
CARHR000080.1	CARHR062600.1	0.3668
CARHR000080.1	CARHR062620.1	0.946
CARHR000080.1	CARHR096040.1	3.0536
CARHR000080.1	CARHR096060.1	4.1876
CARHR000080.1	CARHR096080.1	2.4582
CARHR000080.1	CARHR097940.1	0.8701
CARHR000080.1	CARHR100230.1	0.2014
CARHR000080.1	CARHR102630.1	0.4793
CARHR000080.1	CARHR147670.1	0.7964
CARHR000080.1	CARHR154580.1	2.9111
CARHR000080.1	CARHR215470.1	3.0842
CARHR000080.1	CARHR260580.1	0.8392
CARHR000080.1	CARHR262730.1	2.3152
CARHR000080.1	CARHR292700.1	2.8732
CARHR000090.1	CARHR042540.1	4.2273
CARHR000090.1	CARHR069490.1	4.2422
CARHR000090.1	CARHR083610.1	2.877
CARHR000090.1	CARHR083620.1	2.5422
CARHR000090.1	CARHR139620.1	1.4059
CARHR000090.1	CARHR139630.1	1.0145
CARHR000090.1	CARHR139640.1	2.2962
CARHR000090.1	CARHR150030.1	1.1441
CARHR000090.1	CARHR185620.1	2.4935
CARHR000090.1	CARHR195440.1	3.9853
CARHR000090.1	CARHR202860.1	3.7997
CARHR000100.1	CARHR113320.1	0.6817
CARHR000100.1	CARHR157960.1	0.2013
CARHR000100.1	CARHR246990.1	1.4869
CARHR000100.1	CARHR254590.1	0.2933
CARHR000120.1	CARHR000130.1	3.1944
CARHR000120.1	CARHR131830.1	3.4319
CARHR000130.1	CARHR131830.1	1.5358
CARHR000150.1	CARHR209060.1	4.6606
CARHR000200.1	CARHR009600.1	4.1406
CARHR000200.1	CARHR020570.1	2.8608
CARHR000200.1	CARHR138200.1	4.782
CARHR000200.1	CARHR163540.1	2.8796
CARHR000200.1	CARHR174160.1	2.4489
CARHR000200.1	CARHR224230.1	4.0002
CARHR000200.1	CARHR273420.1	4.6442
CARHR000200.1	CARHR279220.1	4.7283
CARHR000220.1	CARHR140080.1	1.959
CARHR000220.1	CARHR170640.1	3.6679
CARHR000240.1	CARHR248010.1	0.6435
CARHR000250.1	CARHR248060.1	0.6771
CARHR000290.1	CARHR199500.1	3.8217
CARHR000290.1	CARHR248080.1	0.8537
CARHR000340.1	CARHR140350.1	1.9437
CARHR000340.1	CARHR170970.1	2.2294
CARHR000340.1	CARHR223110.1	4.3462
CARHR000350.1	CARHR012650.1	2.496
CARHR000350.1	CARHR254060.1	3.0971
CARHR000360.1	CARHR140510.1	2.3573
CARHR000360.1	CARHR238340.1	4.775
CARHR000360.1	CARHR248150.1	0.8215
CARHR000370.1	CARHR012110.1	0.9101
CARHR000370.1	CARHR030210.1	2.161
CARHR000370.1	CARHR178660.1	2.9426
CARHR000370.1	CARHR178710.1	3.6635
CARHR000370.1	CARHR227370.1	3.3006
CARHR000370.1	CARHR227380.1	3.2667
CARHR000390.1	CARHR171250.1	1.8186
CARHR000400.1	CARHR012720.1	4.0568
CARHR000480.1	CARHR142810.1	3.058
CARHR000500.1	CARHR140960.1	2.4295
CARHR000520.1	CARHR118000.1	2.8977
CARHR000520.1	CARHR118010.1	3.0087
CARHR000530.1	CARHR248780.1	0.6171
CARHR000540.1	CARHR010300.1	2.4905
CARHR000540.1	CARHR141070.1	2.3128
CARHR000540.1	CARHR165880.1	1.9378
CARHR000540.1	CARHR171530.1	3.1229
CARHR000580.1	CARHR069920.1	3.8336
CARHR000580.1	CARHR120310.1	3.9988
CARHR000580.1	CARHR150310.1	3.9622
CARHR000580.1	CARHR213070.1	3.1844
CARHR000580.1	CARHR215590.1	3.6561
CARHR000580.1	CARHR248880.1	0.7866
CARHR000580.1	CARHR285240.1	4.7171
CARHR000620.1	CARHR001530.1	4.2281
CARHR000620.1	CARHR043100.1	2.5571
CARHR000620.1	CARHR070970.1	2.0435
CARHR000620.1	CARHR090560.1	2.2878
CARHR000620.1	CARHR119850.1	3.9288
CARHR000620.1	CARHR166660.1	3.2725
CARHR000620.1	CARHR195950.1	4.8653
CARHR000620.1	CARHR204220.1	3.5691
CARHR000620.1	CARHR235080.1	3.1395
CARHR000620.1	CARHR236310.1	3.2812
CARHR000620.1	CARHR277700.1	1.8084
CARHR000630.1	CARHR248670.1	0.7065
CARHR000640.1	CARHR248590.1	1.0113
CARHR000650.1	CARHR211350.1	2.3757
CARHR000650.1	CARHR248560.1	0.9855
CARHR000660.1	CARHR270370.1	0.1988
CARHR000680.1	CARHR000690.1	1.9434
CARHR000680.1	CARHR141200.1	2.6463
CARHR000680.1	CARHR141210.1	1.7961
CARHR000680.1	CARHR171730.1	3.314
CARHR000680.1	CARHR171750.1	2.7648
CARHR000690.1	CARHR141200.1	4.2988
CARHR000700.1	CARHR047650.1	2.1262
CARHR000710.1	CARHR253390.1	2.5977
CARHR000720.1	CARHR015360.1	3.7864
CARHR000720.1	CARHR063670.1	0.4285
CARHR000730.1	CARHR115430.1	3.206
CARHR000730.1	CARHR131690.1	3.1779
CARHR000730.1	CARHR133790.1	1.7589
CARHR000730.1	CARHR141230.1	1.283
CARHR000730.1	CARHR163320.1	1.4173
CARHR000730.1	CARHR164760.1	2.6876
CARHR000730.1	CARHR171770.1	1.8414
CARHR000730.1	CARHR230740.1	1.9014
CARHR000730.1	CARHR243380.1	1.4355
CARHR000730.1	CARHR248520.1	0.6136
CARHR000730.1	CARHR274340.1	2.5501
CARHR000740.1	CARHR248500.1	0.9952
CARHR000740.1	CARHR248510.1	1.0518
CARHR000750.1	CARHR047630.1	1.8357
CARHR000750.1	CARHR141240.1	1.4069
CARHR000750.1	CARHR248470.1	0.9821
CARHR000760.1	CARHR000770.1	0.9284
CARHR000760.1	CARHR023400.1	0.4646
CARHR000760.1	CARHR189580.1	3.4769
CARHR000760.1	CARHR248380.1	1.044
CARHR000760.1	CARHR258480.1	4.1439
CARHR000770.1	CARHR023400.1	0.9383
CARHR000770.1	CARHR189580.1	4.0099
CARHR000770.1	CARHR248380.1	0.8631
CARHR000770.1	CARHR258480.1	3.4835
CARHR000780.1	CARHR248370.1	0.9291
CARHR000790.1	CARHR200640.1	3.6274
CARHR000790.1	CARHR248360.1	1.3069
CARHR000790.1	CARHR255220.1	3.6238
CARHR000800.1	CARHR007690.1	4.0929
CARHR000800.1	CARHR141330.1	1.6236
CARHR000800.1	CARHR218320.1	3.5606
CARHR000800.1	CARHR236430.1	4.9206
CARHR000800.1	CARHR248970.1	0.8153
CARHR000800.1	CARHR255250.1	2.7985
CARHR000810.1	CARHR141340.1	2.2832
CARHR000810.1	CARHR248980.1	1.1309
CARHR000820.1	CARHR011670.1	3.3807
CARHR000820.1	CARHR131550.1	4.4852
CARHR000820.1	CARHR248990.1	1.0215
CARHR000820.1	CARHR254380.1	4.2985
CARHR000820.1	CARHR284640.1	4.0259
CARHR000830.1	CARHR248990.1	0.8072
CARHR000850.1	CARHR249030.1	0.9833
CARHR000850.1	CARHR265650.1	3.9939
CARHR000900.1	CARHR141420.1	2.7417
CARHR000910.1	CARHR249110.1	0.9103
CARHR000930.1	CARHR001520.1	0.1982
CARHR000930.1	CARHR001530.1	0.3696
CARHR000970.1	CARHR141580.1	2.5337
CARHR000970.1	CARHR249180.1	0.7757
CARHR000990.1	CARHR046660.1	3.3476
CARHR001000.1	CARHR141660.1	2.964
CARHR001000.1	CARHR171980.1	2.7635
CARHR001000.1	CARHR249200.1	1.0139
CARHR001010.1	CARHR197410.1	4.5513
CARHR001010.1	CARHR249210.1	1.0595
CARHR001050.1	CARHR006970.1	4.0745
CARHR001050.1	CARHR006980.1	3.0668
CARHR001050.1	CARHR041270.1	3.8179
CARHR001050.1	CARHR091730.1	3.6321
CARHR001050.1	CARHR107160.1	4.6189
CARHR001050.1	CARHR121510.1	1.0046
CARHR001050.1	CARHR123100.1	4.9673
CARHR001050.1	CARHR221990.1	4.0891
CARHR001050.1	CARHR249220.1	0.8498
CARHR001050.1	CARHR267220.1	3.5113
CARHR001050.1	CARHR281030.1	3.0981
CARHR001080.1	CARHR249310.1	0.7273
CARHR001090.1	CARHR001100.1	0.3522
CARHR001110.1	CARHR107710.1	2.5408
CARHR001110.1	CARHR141710.1	2.0704
CARHR001110.1	CARHR141720.1	1.6644
CARHR001110.1	CARHR141740.1	2.1628
CARHR001110.1	CARHR141750.1	1.8096
CARHR001110.1	CARHR141760.1	1.4807
CARHR001110.1	CARHR238260.1	4.7684
CARHR001110.1	CARHR249330.1	0.7767
CARHR001130.1	CARHR084000.1	2.763
CARHR001150.1	CARHR095550.1	3.125
CARHR001150.1	CARHR129820.1	2.179
CARHR001150.1	CARHR162270.1	2.0352
CARHR001150.1	CARHR164310.1	3.4461
CARHR001150.1	CARHR172150.1	2.8223
CARHR001160.1	CARHR015820.1	4.2442
CARHR001160.1	CARHR235780.1	4.4479
CARHR001200.1	CARHR224600.1	4.6194
CARHR001200.1	CARHR260810.1	4.7583
CARHR001220.1	CARHR141890.1	2.1973
CARHR001230.1	CARHR212560.1	1.2072
CARHR001240.1	CARHR249420.1	0.8944
CARHR001270.1	CARHR023100.1	3.8761
CARHR001270.1	CARHR274540.1	1.8677
CARHR001270.1	CARHR276670.1	4.7281
CARHR001280.1	CARHR141990.1	1.8473
CARHR001280.1	CARHR172230.1	2.1604
CARHR001280.1	CARHR219630.1	3.0769
CARHR001310.1	CARHR249480.1	1.3629
CARHR001340.1	CARHR064470.1	4.4608
CARHR001340.1	CARHR118530.1	3.9533
CARHR001340.1	CARHR142090.1	2.2672
CARHR001350.1	CARHR249510.1	1.1036
CARHR001350.1	CARHR255940.1	4.3021
CARHR001390.1	CARHR001400.1	0.546
CARHR001390.1	CARHR001410.1	0.5468
CARHR001390.1	CARHR022240.1	2.233
CARHR001390.1	CARHR026280.1	2.9845
CARHR001390.1	CARHR038310.1	4.9628
CARHR001390.1	CARHR093530.1	4.2148
CARHR001390.1	CARHR153430.1	4.8352
CARHR001390.1	CARHR206100.1	4.8103
CARHR001390.1	CARHR250220.1	2.5767
CARHR001390.1	CARHR250230.1	2.5154
CARHR001390.1	CARHR250240.1	1.064
