fam1	CARHR217410.1
fam1	CARHR101030.1
fam1	CARHR253220.1
fam1	CARHR275330.1
fam1	CARHR083050.1
fam1	CARHR011340.1
fam1	CARHR166030.1
fam1	CARHR253240.1
fam1	CARHR126570.1
fam1	CARHR165340.1
fam1	CARHR122110.1
fam1	CARHR101850.1
fam1	CARHR167980.1
fam1	CARHR230590.1
fam1	CARHR272980.1
fam1	CARHR103940.1
fam1	CARHR261670.1
fam1	CARHR109280.1
fam1	CARHR019980.1
fam1	CARHR261440.1
fam1	CARHR192520.1
fam1	CARHR291370.1
fam1	CARHR126950.1
fam1	CARHR183120.1
fam1	CARHR126740.1
fam1	CARHR104950.1
fam1	CARHR167990.1
fam1	CARHR254910.1
fam1	CARHR127600.1
fam1	CARHR150420.1
fam1	CARHR292520.1
fam1	CARHR111580.1
fam1	CARHR294190.1
fam1	CARHR196630.1
fam1	CARHR150470.1
fam1	CARHR236450.1
fam1	CARHR196260.1
fam1	CARHR138300.1
fam1	CARHR110790.1
fam1	CARHR263940.1
fam1	CARHR168000.1
fam1	CARHR254920.1
fam1	CARHR253000.1
fam1	CARHR152390.1
fam1	CARHR011070.1
fam1	CARHR206350.1
fam1	CARHR034530.1
fam1	CARHR098600.1
fam1	CARHR150500.1
fam1	CARHR236790.1
fam1	CARHR227960.1
fam1	CARHR150350.1
fam1	CARHR059010.1
fam1	CARHR168010.1
fam1	CARHR254990.1
fam1	CARHR159160.1
fam1	CARHR050930.1
fam1	CARHR157890.1
fam1	CARHR217390.1
fam1	CARHR183940.1
fam1	CARHR067320.1
fam1	CARHR184800.1
fam1	CARHR250670.1
fam1	CARHR252980.1
fam1	CARHR228000.1
fam1	CARHR154890.1
fam1	CARHR059330.1
fam1	CARHR168040.1
fam1	CARHR255010.1
fam1	CARHR164950.1
fam1	CARHR050990.1
fam1	CARHR159590.1
fam1	CARHR183950.1
fam1	CARHR067370.1
fam1	CARHR212200.1
fam1	CARHR254410.1
fam1	CARHR230280.1
fam1	CARHR154910.1
fam1	CARHR124310.1
fam1	CARHR059090.1
fam1	CARHR168060.1
fam1	CARHR137370.1
fam1	CARHR214400.1
fam1	CARHR059140.1
fam1	CARHR180950.1
fam1	CARHR219800.1
fam1	CARHR067410.1
fam1	CARHR244110.1
fam1	CARHR264010.1
fam1	CARHR230460.1
fam1	CARHR214370.1
fam1	CARHR059320.1
fam1	CARHR168070.1
fam1	CARHR254900.1
fam1	CARHR230240.1
fam1	CARHR059250.1
fam1	CARHR029090.1
fam1	CARHR237000.1
fam1	CARHR067460.1
fam1	CARHR258690.1
fam1	CARHR285270.1
fam1	CARHR230570.1
fam1	CARHR059160.1
fam1	CARHR140810.1
fam1	CARHR072370.1
fam1	CARHR249150.1
fam1	CARHR230390.1
fam1	CARHR029100.1
fam1	CARHR167820.1
fam1	CARHR105470.1
fam1	CARHR050790.1
fam1	CARHR230650.1
fam1	CARHR285030.1
fam1	CARHR059170.1
fam1	CARHR152670.1
fam1	CARHR279830.1
fam1	CARHR263910.1
fam1	CARHR230510.1
fam1	CARHR059260.1
fam1	CARHR033060.1
fam1	CARHR167840.1
fam1	CARHR126550.1
fam1	CARHR087640.1
fam1	CARHR289220.1
fam1	CARHR059200.1
fam1	CARHR156240.1
fam1	CARHR127010.1
fam1	CARHR100560.1
fam1	CARHR254860.1
fam1	CARHR086560.1
fam1	CARHR158830.1
fam1	CARHR118120.1
fam1	CARHR167850.1
fam1	CARHR183930.1
fam1	CARHR219840.1
fam1	CARHR118100.1
fam1	CARHR059220.1
fam1	CARHR059100.1
fam1	CARHR251400.1
fam1	CARHR187830.1
fam1	CARHR254930.1
fam1	CARHR176300.1
fam1	CARHR262980.1
fam1	CARHR052310.1
fam1	CARHR273230.1
fam1	CARHR286610.1
fam1	CARHR152650.1
fam1	CARHR284420.1
fam1	CARHR059190.1
fam1	CARHR288530.1
fam1	CARHR218880.1
fam1	CARHR254960.1
fam1	CARHR095780.1
fam1	CARHR280430.1
fam1	CARHR272110.1
fam1	CARHR273700.1
fam1	CARHR279480.1
fam1	CARHR101020.1
fam1	CARHR292940.1
fam1	CARHR253370.1
fam1	CARHR230600.1
fam1	CARHR043290.1
fam1	CARHR275340.1
fam1	CARHR225500.1
fam1	CARHR190360.1
fam1	CARHR105480.1
fam1	CARHR067440.1
fam1	CARHR073600.1
fam1	CARHR176210.1
fam1	CARHR013610.1
fam1	CARHR043300.1
fam1	CARHR122210.1
fam1	CARHR119390.1
fam1	CARHR167960.1
fam1	CARHR292140.1
fam1	CARHR191780.1
fam1	CARHR114280.1
fam1	CARHR192120.1
fam1	CARHR019250.1
fam1	CARHR285050.1
fam1	CARHR196840.1
fam1	CARHR034510.1
fam1	CARHR205540.1
fam1	CARHR082200.1
fam1	CARHR187750.1
fam1	CARHR239140.1
fam1	CARHR105510.1
fam1	CARHR061450.1
fam1	CARHR115850.1
fam1	CARHR196850.1
fam1	CARHR105490.1
fam1	CARHR205530.1
fam1	CARHR083580.1
fam1	CARHR075090.1
fam1	CARHR214430.1
fam1	CARHR110240.1
fam1	CARHR135330.1
fam1	CARHR237290.1
fam1	CARHR111590.1
fam1	CARHR101840.1
fam1	CARHR175010.1
fam1	CARHR184390.1
fam1	CARHR263450.1
fam1	CARHR127040.1
fam1	CARHR191480.1
fam1	CARHR273160.1
fam1	CARHR116140.1
fam1	CARHR219850.1
fam1	CARHR175850.1
fam1	CARHR089440.1
fam1	CARHR050940.1
fam1	CARHR205990.1
fam1	CARHR273140.1
fam1	CARHR166190.1
fam1	CARHR286620.1
fam1	CARHR106210.1
fam1	CARHR059130.1
fam1	CARHR213200.1
fam1	CARHR155720.1
fam1	CARHR122170.1
fam1	CARHR105500.1
fam1	CARHR176170.1
fam1	CARHR150270.1
fam1	CARHR279180.1
fam1	CARHR262970.1
fam1	CARHR125570.1
fam1	CARHR200150.1
fam1	CARHR272350.1
fam1	CARHR161140.1
fam1	CARHR263820.1
fam1	CARHR249380.1
fam1	CARHR232800.1
fam1	CARHR156200.1
fam1	CARHR166120.1
fam1	CARHR136980.1
fam1	CARHR289950.1
fam1	CARHR255030.1
fam1	CARHR273190.1
fam1	CARHR272370.1
fam1	CARHR174660.1
fam1	CARHR264650.1
fam1	CARHR201890.1
fam1	CARHR167300.1
fam1	CARHR142200.1
fam1	CARHR059270.1
fam1	CARHR206000.1
fam1	CARHR176130.1
fam1	CARHR150480.1
fam1	CARHR227330.1
fam1	CARHR179300.1
fam1	CARHR227970.1
fam1	CARHR179360.1
fam1	CARHR263980.1
fam1	CARHR201840.1
fam1	CARHR230530.1
fam1	CARHR237470.1
fam1	CARHR241490.1
fam1	CARHR000580.1
fam1	CARHR007360.1
fam1	CARHR007680.1
fam1	CARHR011520.1
fam1	CARHR014810.1
fam1	CARHR016730.1
fam1	CARHR024330.1
fam1	CARHR024940.1
fam1	CARHR042640.1
fam1	CARHR021660.1
fam1	CARHR021670.1
fam1	CARHR021680.1
fam1	CARHR029080.1
fam1	CARHR021690.1
fam1	CARHR030020.1
fam1	CARHR021950.1
fam1	CARHR030910.1
fam1	CARHR024650.1
fam1	CARHR041950.1
fam1	CARHR033550.1
fam1	CARHR025760.1
fam1	CARHR041960.1
fam1	CARHR033720.1
fam1	CARHR027940.1
fam1	CARHR124230.1
fam1	CARHR041970.1
fam1	CARHR033770.1
fam1	CARHR029060.1
fam1	CARHR124450.1
fam1	CARHR041980.1
fam1	CARHR037840.1
fam1	CARHR029070.1
fam1	CARHR131550.1
fam1	CARHR045310.1
fam1	CARHR041990.1
fam1	CARHR039100.1
fam1	CARHR144560.1
fam1	CARHR131810.1
fam1	CARHR045870.1
fam1	CARHR042010.1
fam1	CARHR039260.1
fam1	CARHR144880.1
fam1	CARHR133880.1
fam1	CARHR045890.1
fam1	CARHR042030.1
fam1	CARHR039770.1
fam1	CARHR146480.1
fam1	CARHR134150.1
fam1	CARHR051140.1
fam1	CARHR050770.1
fam1	CARHR042040.1
fam1	CARHR154820.1
fam1	CARHR146970.1
fam1	CARHR134500.1
fam1	CARHR051160.1
fam1	CARHR043660.1
fam1	CARHR050860.1
fam1	CARHR154830.1
fam1	CARHR148100.1
fam1	CARHR137090.1
fam1	CARHR247310.1
fam1	CARHR051230.1
fam1	CARHR045880.1
fam1	CARHR050950.1
fam1	CARHR042400.1
fam1	CARHR154840.1
fam1	CARHR149660.1
fam1	CARHR142420.1
fam1	CARHR247910.1
fam1	CARHR062140.1
fam1	CARHR051240.1
fam1	CARHR047870.1
fam1	CARHR050960.1
fam1	CARHR043620.1
fam1	CARHR169820.1
fam1	CARHR157870.1
fam1	CARHR150390.1
fam1	CARHR144380.1
fam1	CARHR248410.1
fam1	CARHR062860.1
fam1	CARHR091000.1
fam1	CARHR051810.1
fam1	CARHR050460.1
fam1	CARHR050970.1
fam1	CARHR170070.1
fam1	CARHR161130.1
fam1	CARHR154780.1
fam1	CARHR251680.1
fam1	CARHR248430.1
fam1	CARHR063620.1
fam1	CARHR096290.1
fam1	CARHR055320.1
fam1	CARHR051210.1
fam1	CARHR050980.1
fam1	CARHR172560.1
fam1	CARHR163740.1
fam1	CARHR154790.1
fam1	CARHR252350.1
fam1	CARHR248990.1
fam1	CARHR073350.1
fam1	CARHR063730.1
fam1	CARHR101140.1
fam1	CARHR055330.1
fam1	CARHR054790.1
fam1	CARHR051120.1
fam1	CARHR194110.1
fam1	CARHR176190.1
fam1	CARHR165420.1
fam1	CARHR154800.1
fam1	CARHR252560.1
fam1	CARHR249670.1
fam1	CARHR073440.1
fam1	CARHR138020.1
fam1	CARHR063740.1
fam1	CARHR103580.1
fam1	CARHR058430.1
fam1	CARHR055990.1
fam1	CARHR196730.1
fam1	CARHR178200.1
fam1	CARHR165470.1
fam1	CARHR255080.1
fam1	CARHR252960.1
fam1	CARHR250360.1
fam1	CARHR073450.1
fam1	CARHR145240.1
fam1	CARHR064000.1
fam1	CARHR105580.1
fam1	CARHR059810.1
fam1	CARHR069920.1
fam1	CARHR197320.1
fam1	CARHR183830.1
fam1	CARHR166520.1
fam1	CARHR256500.1
fam1	CARHR252970.1
fam1	CARHR250370.1
fam1	CARHR089780.1
fam1	CARHR076100.1
fam1	CARHR150240.1
fam1	CARHR065190.1
fam1	CARHR106160.1
fam1	CARHR060310.1
fam1	CARHR075730.1
fam1	CARHR118040.1
fam1	CARHR210020.1
fam1	CARHR197600.1
fam1	CARHR184630.1
fam1	CARHR169730.1
fam1	CARHR258870.1
fam1	CARHR254870.1
fam1	CARHR250610.1
fam1	CARHR092730.1
fam1	CARHR194410.1
fam1	CARHR078920.1
fam1	CARHR150310.1
fam1	CARHR067620.1
fam1	CARHR115130.1
fam1	CARHR081660.1
fam1	CARHR118160.1
fam1	CARHR211080.1
fam1	CARHR202270.1
fam1	CARHR185290.1
fam1	CARHR269410.1
fam1	CARHR259020.1
fam1	CARHR254880.1
fam1	CARHR250660.1
fam1	CARHR092740.1
fam1	CARHR198240.1
fam1	CARHR083190.1
fam1	CARHR163260.1
fam1	CARHR069910.1
fam1	CARHR120310.1
fam1	CARHR118880.1
